PB_ID;Product_Description;Name;Ookinete;Oocyst;Sporozoite;Liver;Merozoite;Ring;Trophozoite;Schizont;Female;Male;Further_Information
PBANKA_0505500;apicoplast integral membrane protein, putative;N/A;5,29;2,76;0;2,07;0,03;0,24;1,97;1,04;3,2;4,53;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0505500"">PBANKA_0505500</a>"
PBANKA_0505600;endomembrane protein 70, putative;N/A;2,35;3,7;0,3;3,59;0,1;0,51;6,05;0,72;1,1;0,01;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0505600"">PBANKA_0505600</a>"
PBANKA_0505700;ATP-dependent RNA helicase ROK1, putative;ROK1;6,56;5,19;1,61;3,76;1,2;1,34;3,99;2,41;4,62;0,2;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0505700"">PBANKA_0505700</a>"
PBANKA_0505800;deoxyribose-phosphate aldolase, putative;DPA;5,08;6,14;0,19;3,33;0,18;1,93;4,73;1,31;7,23;0;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0505800"">PBANKA_0505800</a>"
PBANKA_0505900;conserved Plasmodium protein, unknown function;N/A;2,15;4,25;0,31;2,54;1,46;1,79;4,45;5,73;4,25;4,77;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0505900"">PBANKA_0505900</a>"
PBANKA_0506000;schizont egress antigen-1;SEA1;6,04;4,95;2,99;5,27;0,03;0,3;6,38;4,13;3,89;0,35;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0506000"">PBANKA_0506000</a>"
PBANKA_0506100;PHAX domain-containing protein, putative;N/A;6,21;5,45;1,25;6,81;1,39;1,59;7,69;2,12;3,86;0,52;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0506100"">PBANKA_0506100</a>"
PBANKA_0506200;RNA-binding protein, putative;UIS12;4,38;5,02;5,71;3,61;1,81;0,36;4,26;2,64;0,83;0,51;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0506200"">PBANKA_0506200</a>"
PBANKA_0506300;methyltransferase, putative;N/A;4,03;4,6;0,72;2;0,2;0,68;1,2;0,96;3,46;0,3;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0506300"">PBANKA_0506300</a>"
PBANKA_0506400;conserved Plasmodium protein, unknown function;N/A;0,24;1,36;0,06;0,67;0;0,27;2,91;0,07;0,66;0,2;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0506400"">PBANKA_0506400</a>"
PBANKA_0506500;ZIP domain-containing protein;ZIPCO;1,27;5,18;2,27;1,63;0,05;0,16;1,94;0,15;2,25;0,36;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0506500"">PBANKA_0506500</a>"
PBANKA_0506600;serine/arginine-rich splicing factor 4, putative;SRSF4;1,01;6,23;0,55;6,86;0,08;2,43;8,34;1,47;9,35;3,21;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0506600"">PBANKA_0506600</a>"
PBANKA_0506700;citrate synthase, mitochondrial, putative;CS;0,49;0,93;2,05;2,51;0;0,4;2,36;0,85;4,76;1,01;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0506700"">PBANKA_0506700</a>"
PBANKA_0506800;kelch protein K10, putative;Kelch10;0,62;3,54;3,18;3,93;0;0,79;0,47;0,15;1,57;0,26;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0506800"">PBANKA_0506800</a>"
PBANKA_0506900;phospholipid scramblase, putative;N/A;2,14;1,62;0,67;1,07;0;0,15;0,71;4,81;6,78;2,48;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0506900"">PBANKA_0506900</a>"
PBANKA_0507000;4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (ferredoxin), putative;ISPG;0,23;2,73;0,53;4,2;0;0,55;3,61;1,76;1,39;1,69;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0507000"">PBANKA_0507000</a>"
PBANKA_0507100;CDGSH iron-sulfur domain-containing protein, putative;N/A;1,28;3,9;0,2;6,37;0;1,53;6,18;1,71;5,48;0,95;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0507100"">PBANKA_0507100</a>"
PBANKA_0507200;conserved Plasmodium protein, unknown function;N/A;1,31;1,15;0,46;1,42;0;0,4;0,74;1,32;1,86;0,22;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0507200"">PBANKA_0507200</a>"
PBANKA_0507300;dynein heavy chain, putative;N/A;1,65;2,67;0,36;2,98;0,2;1,05;4,03;0,77;2,86;10,22;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0507300"">PBANKA_0507300</a>"
PBANKA_0507400;orotidine 5'-phosphate decarboxylase, putative;OMPDC;2,81;3,83;0;1,58;0;0,69;2,31;0,16;1,17;0,58;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0507400"">PBANKA_0507400</a>"
PBANKA_0507500;conserved protein, unknown function;N/A;0,95;2,77;0,52;2,43;0;0,93;2,78;0,34;3,42;0,11;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0507500"">PBANKA_0507500</a>"
PBANKA_0507600;HORMA domain protein, putative;N/A;2,35;4,55;0,46;3,29;0,03;0,93;2,98;0,08;1,5;1,61;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0507600"">PBANKA_0507600</a>"
PBANKA_0507700;conserved Plasmodium protein, unknown function;N/A;1,07;2,25;0,23;1,13;0;0,49;1,35;0,04;0,64;1,6;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0507700"">PBANKA_0507700</a>"
PBANKA_0507800;conserved protein, unknown function;N/A;0,69;2,95;0,1;2,12;0,09;0,93;4,46;0,3;1,55;6,98;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0507800"">PBANKA_0507800</a>"
PBANKA_0507900;conserved Plasmodium protein, unknown function;N/A;0,04;0,05;0;0,13;0;0,05;0,22;0,02;0,02;3,9;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0507900"">PBANKA_0507900</a>"
PBANKA_0508000;conserved Plasmodium protein, unknown function;N/A;0,04;0,06;0,1;0,77;0;0;0,32;0,09;0;0,38;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0508000"">PBANKA_0508000</a>"
PBANKA_0508100;chromodomain-helicase-DNA-binding protein 1, putative;CHD1;6,61;7,04;6,15;7,82;5,73;3,88;6,79;8,43;6,18;6,42;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0508100"">PBANKA_0508100</a>"
PBANKA_0508200;conserved Plasmodium protein, unknown function;N/A;2,71;3,66;0,66;1,99;0,05;0,51;3,71;0,32;0,57;0,03;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0508200"">PBANKA_0508200</a>"
PBANKA_0508300;conserved Plasmodium protein, unknown function;N/A;8,82;3,04;5,78;4,63;0,05;0,14;1,47;0,23;2,03;0,16;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0508300"">PBANKA_0508300</a>"
PBANKA_0508400;RNA-binding protein, putative;N/A;1,02;4,9;1,18;5,13;0,01;0,67;4,32;0,98;2,62;0;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0508400"">PBANKA_0508400</a>"
PBANKA_0508500;ATP synthase-associated protein, putative;N/A;0,43;2,13;0,5;2,57;0;0,41;2,59;0,35;2,01;0,08;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0508500"">PBANKA_0508500</a>"
PBANKA_0508600;conserved Plasmodium protein, unknown function;N/A;2,33;2,28;0,14;2,62;0,04;0,44;2,76;0,35;2,07;6,67;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0508600"">PBANKA_0508600</a>"
PBANKA_0508700;conserved Plasmodium protein, unknown function;N/A;1,75;2,28;0,59;1,17;0,04;0,36;2,16;0,11;1,56;1,74;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0508700"">PBANKA_0508700</a>"
PBANKA_0508800;RAP protein, putative;N/A;3,8;3,67;0,55;1,66;0;0,6;1,62;0,21;3,22;0,67;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0508800"">PBANKA_0508800</a>"
PBANKA_0508900;conserved protein, unknown function;N/A;3,54;4,33;0,09;2,93;0;0,52;4,43;0,22;3,23;0,05;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0508900"">PBANKA_0508900</a>"
PBANKA_0509000;exported protein 3, putative;EXP3;0,68;2,25;0;2,04;2,66;2,16;6,27;2,27;5,26;5,88;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0509000"">PBANKA_0509000</a>"
PBANKA_0509100;conserved Plasmodium protein, unknown function;N/A;3,27;3,22;0,41;2,05;0,19;1,23;0,6;1,39;1,58;1,31;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0509100"">PBANKA_0509100</a>"
PBANKA_0509200;EF-hand calcium-binding domain-containing protein, putative;N/A;4,31;4,52;0,8;3,69;0,98;1,55;5,56;1,92;3,18;4,23;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0509200"">PBANKA_0509200</a>"
PBANKA_0509300;glutamine--fructose-6-phosphate aminotransferase [isomerizing], putative;N/A;4,92;3,03;0,14;4,62;0;0,46;5,19;1,71;5,77;1,29;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0509300"">PBANKA_0509300</a>"
PBANKA_0509400;ATP synthase mitochondrial F1 complex assembly factor 2, putative;ATP12;2,6;2,99;0,16;1,21;0;0,16;1,91;0,5;2,23;0,04;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0509400"">PBANKA_0509400</a>"
PBANKA_0509500;conserved protein, unknown function;N/A;6,48;5,91;2,19;3,47;0,13;0,58;5,2;0,52;4,64;0,48;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0509500"">PBANKA_0509500</a>"
PBANKA_0509600;conserved Plasmodium protein, unknown function;N/A;2,99;1,46;0,39;1,48;0;0,14;1,64;3,6;1,68;0,34;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0509600"">PBANKA_0509600</a>"
PBANKA_0509700;conserved Plasmodium protein, unknown function;N/A;0,93;1,91;0,42;1,4;0,08;0,49;2,97;1,35;1,89;6,42;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0509700"">PBANKA_0509700</a>"
PBANKA_0509800;cytochrome c oxidase copper chaperone, putative;COX17;0,71;3,92;0,11;3,09;0;1,37;3,41;0,54;2,41;3,27;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0509800"">PBANKA_0509800</a>"
PBANKA_0509900;conserved protein, unknown function;N/A;0,95;3,27;0,12;2,8;0;0,69;2;0,3;1,98;2,94;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0509900"">PBANKA_0509900</a>"
PBANKA_0510000;conserved protein, unknown function;N/A;1,92;4,75;0,02;5,73;0;1,04;5,69;2,36;5,28;3,14;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0510000"">PBANKA_0510000</a>"
PBANKA_0510100;conserved protein, unknown function;N/A;4,69;4,2;1,21;4,79;0,09;0,26;2,48;4,61;6,03;5,08;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0510100"">PBANKA_0510100</a>"
PBANKA_0510200;conserved Plasmodium protein, unknown function;N/A;2,86;4,86;0,4;3,36;0,28;2,02;4,01;2,82;2,96;3,09;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0510200"">PBANKA_0510200</a>"
PBANKA_0510300;conserved Plasmodium protein, unknown function;N/A;1,92;3,19;0,09;0,96;0,28;0,54;0,53;0,15;6,05;0,93;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0510300"">PBANKA_0510300</a>"
PBANKA_0510400;conserved protein, unknown function;N/A;6,09;5,56;0,11;1,85;0;0,48;0,07;0,12;4,77;0,31;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0510400"">PBANKA_0510400</a>"
PBANKA_0510500;conserved Plasmodium protein, unknown function;N/A;2,47;2,52;0,08;1,53;0;0,11;0,02;0,02;1,78;1,07;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0510500"">PBANKA_0510500</a>"
PBANKA_0510600;cell division cycle protein 20 homolog;CDC20;0,49;0,14;0,02;0,17;0;0,19;0,75;0,1;0,23;4,56;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0510600"">PBANKA_0510600</a>"
PBANKA_0510700;conserved Plasmodium protein, unknown function;N/A;6,87;4,51;4,93;2,16;0;0,24;1,32;0,27;0;0;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0510700"">PBANKA_0510700</a>"
PBANKA_0510800;conserved Plasmodium protein, unknown function;N/A;4,46;3,71;6,55;2,44;0,27;0,27;1,97;3,82;2,92;2,48;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0510800"">PBANKA_0510800</a>"
PBANKA_0510900;40S ribosomal protein S2, putative;RPS2;7,32;9,3;0,5;3,87;1,37;2,96;7,02;3,52;5,83;0,53;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0510900"">PBANKA_0510900</a>"
PBANKA_0511000;biotin--protein ligase 1;HCS1;4,11;1,66;0,18;1,84;0;0;0;0,03;0,08;0;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0511000"">PBANKA_0511000</a>"
PBANKA_0511100;conserved Plasmodium protein, unknown function;N/A;0,49;1,15;0,05;2,01;0,02;0,07;2,03;0,58;0,43;0;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0511100"">PBANKA_0511100</a>"
PBANKA_0511200;U3 small nucleolar ribonucleoprotein protein MPP10, putative;MPP10;4,99;6,81;1,83;6,59;2,67;1,86;4,45;2,77;3,41;0,36;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0511200"">PBANKA_0511200</a>"
PBANKA_0511300;mitochondrial ribosomal protein S22 precursor, putative;N/A;2,97;3,77;0,15;2,47;0,15;0,67;1,41;0,16;0,97;0,19;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0511300"">PBANKA_0511300</a>"
PBANKA_0511400;peroxiredoxin, putative;nPrx;6,03;7,16;6,42;6,95;2,31;2,09;6,91;8,87;6,63;1,33;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0511400"">PBANKA_0511400</a>"
PBANKA_0511500;DNA-directed RNA polymerase II subunit RPB7, putative;RPB7;1,21;5,91;1,4;6,11;0;0,87;6,51;0,78;2,36;0;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0511500"">PBANKA_0511500</a>"
PBANKA_0511600;conserved Plasmodium protein, unknown function;N/A;0,86;3,76;0,2;2,82;0,04;0,69;3,82;0,16;1,36;0,16;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0511600"">PBANKA_0511600</a>"
PBANKA_0511700;meiotic recombination protein SPO11-2, putative;SPO11-2;4,79;3,57;0,91;2,97;0,02;0,5;2,95;0,56;7,88;1,72;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0511700"">PBANKA_0511700</a>"
PBANKA_0511800;centrin-3, putative;CEN3;0,55;0,38;0;2,38;0,02;0,09;4,49;2,98;1,9;2,33;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0511800"">PBANKA_0511800</a>"
PBANKA_0511900;60S ribosomal protein L3, putative;RPL3;4,15;10,52;0,1;8,06;2,52;8,31;8,86;3,46;5,62;0,32;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0511900"">PBANKA_0511900</a>"
PBANKA_0512000;palmitoyltransferase DHHC10;DHHC10;2,21;1,21;0,05;1,55;0,11;0,04;0,6;0,42;9,7;0,22;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0512000"">PBANKA_0512000</a>"
PBANKA_0512100;methyltransferase, putative;N/A;3,85;5,51;0,52;1,63;0;0,38;1,69;1,6;0,69;0,5;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0512100"">PBANKA_0512100</a>"
PBANKA_0512200;protoporphyrinogen oxidase, putative;PPO;3,8;3,24;0,67;1,19;0,04;0,32;1,24;0,41;4,74;0,13;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0512200"">PBANKA_0512200</a>"
PBANKA_0512300;RING zinc finger protein, putative;N/A;1,11;3,38;0,14;2,58;0;0,26;4,11;0,31;1,81;0,22;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0512300"">PBANKA_0512300</a>"
PBANKA_0512400;rRNA-processing protein EBP2, putative;EBP2;4,59;4,64;0,35;1,63;1,1;0,66;1,61;1,8;3,07;2;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0512400"">PBANKA_0512400</a>"
PBANKA_0512500;nucleolar preribosomal assembly protein, putative;N/A;3,83;4,43;0,22;1,45;1,82;0,93;0,87;1,74;3,91;0,21;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0512500"">PBANKA_0512500</a>"
PBANKA_0512600;partial CSTF domain-containing protein, putative;N/A;5,14;5,98;1,28;5,04;0,07;1,41;3,99;2,83;2,07;0,57;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0512600"">PBANKA_0512600</a>"
PBANKA_0512700;conserved Plasmodium protein, unknown function;N/A;2,19;2,72;0,51;5,28;0,16;0,9;6,73;4,72;5,29;5,72;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0512700"">PBANKA_0512700</a>"
PBANKA_0512800;merozoite TRAP-like protein;MTRAP;1,75;2,35;0,62;0,71;0,08;0,12;2,26;5,43;5,98;6,98;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0512800"">PBANKA_0512800</a>"
PBANKA_0512900;conserved protein, unknown function;N/A;2,08;4,22;0,4;6,66;0;1,63;7,39;5,51;5,76;1,03;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0512900"">PBANKA_0512900</a>"
PBANKA_0513000;inner membrane complex protein 1m, putative;IMC1m;9,25;1,11;2,36;1,72;0;0,02;0,77;3,39;3,43;0,11;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0513000"">PBANKA_0513000</a>"
PBANKA_0513100;conserved Plasmodium protein, unknown function;N/A;5,42;4,01;0,45;1,5;0;0,18;0,91;1,1;0,73;0,44;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0513100"">PBANKA_0513100</a>"
PBANKA_0513200;WD repeat-containing protein, putative;N/A;2,42;1,25;1,14;0,92;0,1;0,21;0,33;0,71;0,84;0,43;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0513200"">PBANKA_0513200</a>"
PBANKA_0513300;conserved protein, unknown function;N/A;4,97;2,25;0,82;1,57;0,05;0,38;0,42;0,58;1,07;0,46;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0513300"">PBANKA_0513300</a>"
PBANKA_0513400;LEM3/CDC50 family protein, putative;CDC50C;1,23;2,8;0,05;1,48;0,04;0,54;3,18;3,29;1,23;1,52;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0513400"">PBANKA_0513400</a>"
PBANKA_0513500;conserved Plasmodium protein, unknown function;N/A;0,33;1,08;0,1;0,24;0;0,17;0,13;0,03;1,03;2,31;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0513500"">PBANKA_0513500</a>"
PBANKA_0513600;adenosine deaminase, putative;ADA;0,75;5,81;1,45;2,86;0;3,54;2,39;0,67;3,41;0,33;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0513600"">PBANKA_0513600</a>"
PBANKA_0513700;conserved Plasmodium protein, unknown function;N/A;3,16;0,31;6,2;0,43;0;0;0,22;0,34;0,05;0,04;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0513700"">PBANKA_0513700</a>"
PBANKA_0513800;heptatricopeptide repeat and RAP domain-containing protein, putative;HPR2;3,78;4,75;0,46;4,58;0,04;0,94;5,75;0,85;1,6;0,3;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0513800"">PBANKA_0513800</a>"
PBANKA_0513900;conserved Plasmodium protein, unknown function;N/A;1,87;3,63;0,55;5,83;0,27;0,84;6,01;4,5;4,44;7,96;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0513900"">PBANKA_0513900</a>"
PBANKA_0514000;transcription elongation factor SPT4, putative;SPT4;5,55;6,31;0,16;4,55;0,17;1,44;2,49;1,28;4,11;0,17;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0514000"">PBANKA_0514000</a>"
PBANKA_0514100;pre-mRNA-splicing factor ATP-dependent RNA helicase PRP22, putative;PRP22;4,75;6,63;0,34;4,91;0,69;1,75;5,48;3,41;2,46;0,49;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0514100"">PBANKA_0514100</a>"
PBANKA_0514200;claudin-like apicomplexan microneme protein, putative;CLAMP;0,8;1,78;0,91;1,37;0,04;0,05;0,44;3,87;1,44;0,06;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0514200"">PBANKA_0514200</a>"
PBANKA_0514300;conserved Plasmodium protein, unknown function;N/A;4,05;2,92;3,02;3,25;3,14;0,88;3,02;3,09;6,83;5,14;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0514300"">PBANKA_0514300</a>"
PBANKA_0514400;conserved protein, unknown function;N/A;0,73;2,37;0,02;2,33;0;0,04;0,34;0,08;1,02;0,87;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0514400"">PBANKA_0514400</a>"
PBANKA_0514500;26S proteasome regulatory subunit RPN9, putative;RPN9;0,48;2,92;0,01;3,15;0;0,8;2,2;0,05;1,17;1,85;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0514500"">PBANKA_0514500</a>"
PBANKA_0514600;tRNA N6-adenosine threonylcarbamoyltransferase, putative;KAE1;1,08;4,84;0,37;3,28;0,03;0,91;2,7;0,2;0,25;0,12;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0514600"">PBANKA_0514600</a>"
PBANKA_0514700;RNA methyltransferase, putative;N/A;0,8;3,93;0,2;1,8;0;0,66;2,29;0,12;0,15;0;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0514700"">PBANKA_0514700</a>"
PBANKA_0514800;calmodulin, putative;N/A;1,4;2,31;0,84;2;0;0,08;1,92;2;3,16;0,07;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0514800"">PBANKA_0514800</a>"
PBANKA_0514900;ookinete surface protein P28;P28;13,76;6,38;0,02;0,91;1,5;0,53;2,52;2,42;14,91;3,26;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0514900"">PBANKA_0514900</a>"
PBANKA_0515000;ookinete surface protein P25;P25;13,56;9,5;1,82;1,63;0,87;0,5;2,9;2,63;15,37;2,32;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0515000"">PBANKA_0515000</a>"
PBANKA_0515100;conserved Plasmodium protein, unknown function;N/A;0,92;2,22;0;0,4;0;0,16;2,37;0,27;2,73;0,13;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0515100"">PBANKA_0515100</a>"
PBANKA_0515200;MORN repeat-containing protein 1, putative;MORN1;0,79;1,12;0,1;0,8;0,08;0,02;0,5;3,64;2,28;0,41;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0515200"">PBANKA_0515200</a>"
PBANKA_0515300;conserved Plasmodium protein, unknown function;N/A;5,43;5,51;1,78;5,68;0,08;0,59;4,33;2,67;5,37;0,64;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0515300"">PBANKA_0515300</a>"
PBANKA_0515350;OTU-like cysteine protease, putative;OTU;1,25;2,03;0,2;1,37;0;0,06;0,41;0,13;1,9;0,26;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0515350"">PBANKA_0515350</a>"
PBANKA_0515400;conserved Plasmodium protein, unknown function;GEXP15;3,8;4,73;2,69;4,22;0,21;0,6;3,69;0,22;3,36;1,03;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0515400"">PBANKA_0515400</a>"
PBANKA_0515500;protein phosphatase inhibitor 3, putative;I3;1,55;2,98;0,76;2,28;0,01;0,33;0,86;2,37;0,98;0,35;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0515500"">PBANKA_0515500</a>"
PBANKA_0515600;conserved protein, unknown function;N/A;0,16;0,08;0,02;2,74;0;0,08;3,23;0,55;0,19;0,12;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0515600"">PBANKA_0515600</a>"
PBANKA_0515700;conserved Plasmodium protein, unknown function;N/A;0,21;0,89;0;1,37;0;0,07;1,09;0,2;0,61;0,17;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0515700"">PBANKA_0515700</a>"
PBANKA_0515800;ribosome maturation factor RimM, putative;RimM;3,87;5,5;0,12;3,55;0,26;1,35;3,18;0,74;1,06;0,54;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0515800"">PBANKA_0515800</a>"
PBANKA_0515900;mRNA-decapping enzyme subunit 1, putative;DCP1;5,12;4,54;1,98;4,52;0,75;1,27;6,06;1,3;4,66;5,51;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0515900"">PBANKA_0515900</a>"
PBANKA_0516000;conserved Plasmodium protein, unknown function;N/A;1,47;1,04;0,18;1,49;0,1;0,09;0,47;0,27;6,13;0,12;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0516000"">PBANKA_0516000</a>"
PBANKA_0516100;conserved protein, unknown function;N/A;0,7;3,33;0,18;0,97;0;0,54;1,62;0,95;1,7;0,75;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0516100"">PBANKA_0516100</a>"
PBANKA_0516200;phosphatidylinositol N-acetylglucosaminyltransferase subunit A, putative;PIGA;0,41;2,78;0,11;4,7;0;1,02;7,18;0,92;3,33;0,68;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0516200"">PBANKA_0516200</a>"
PBANKA_0516300;DER1-like protein, putative;N/A;0,86;4,5;0,38;1,62;0;0,34;3,54;0,22;2,7;1,88;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0516300"">PBANKA_0516300</a>"
PBANKA_0516400;conserved protein, unknown function;N/A;1,04;3,57;0,38;1,71;0,06;0,34;1,42;0,12;2,48;1,01;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0516400"">PBANKA_0516400</a>"
PBANKA_0516500;conserved Plasmodium protein, unknown function;N/A;3,52;5,86;1,21;5,47;0,24;1,82;6,43;1,05;2,32;3,94;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0516500"">PBANKA_0516500</a>"
